N,L,R0,M,T,Util,Idle,Collisions
141,20,8,6,50000,72.44,14.638000000000002,6461
142,20,8,6,50000,72.11800000000001,14.793999999999999,6544
143,20,8,6,50000,70.842,15.415999999999999,6871
144,20,8,6,50000,71.83,14.927999999999999,6621
145,20,8,6,50000,71.70400000000001,15.0,6648
146,20,8,6,50000,70.964,15.286,6875
147,20,8,6,50000,71.55799999999999,15.026,6708
148,20,8,6,50000,71.75200000000001,14.912,6668
149,20,8,6,50000,70.286,15.595999999999998,7059
150,20,8,6,50000,70.85000000000001,15.326,6912
151,20,8,6,50000,70.452,15.512,7018
152,20,8,6,50000,70.39999999999999,15.518,7041
153,20,8,6,50000,71.686,14.846,6734
154,20,8,6,50000,70.72,15.328,6976
155,20,8,6,50000,69.998,15.674,7164
156,20,8,6,50000,69.25200000000001,16.094,7327
157,20,8,6,50000,70.08,15.626000000000001,7147
158,20,8,6,50000,69.32199999999999,16.016,7331
159,20,8,6,50000,70.408,15.442,7075
160,20,8,6,50000,69.54,15.836,7312
161,20,8,6,50000,70.47200000000001,15.387999999999998,7070
162,20,8,6,50000,71.098,15.064,6919
163,20,8,6,50000,70.608,15.28,7056
164,20,8,6,50000,70.19999999999999,15.478,7161
165,20,8,6,50000,69.674,15.751999999999999,7287
166,20,8,6,50000,69.124,15.989999999999998,7443
167,20,8,6,50000,69.69999999999999,15.684000000000001,7308
168,20,8,6,50000,69.324,15.852,7412
169,20,8,6,50000,69.316,15.862000000000002,7411
170,20,8,6,50000,70.27799999999999,15.370000000000001,7176
171,20,8,6,50000,69.76,15.622,7309
172,20,8,6,50000,69.824,15.598,7289
173,20,8,6,50000,68.124,16.402,7737
174,20,8,6,50000,69.102,15.908,7495
175,20,8,6,50000,69.0,15.937999999999999,7531
176,20,8,6,50000,68.12,16.378,7751
177,20,8,6,50000,69.096,15.909999999999998,7497
178,20,8,6,50000,69.64,15.620000000000001,7370
179,20,8,6,50000,69.128,15.824,7524
180,20,8,6,50000,69.16,15.858,7491
181,20,8,6,50000,69.616,15.590000000000002,7397
182,20,8,6,50000,68.242,16.286,7736
183,20,8,6,50000,68.17999999999999,16.288,7766
184,20,8,6,50000,69.36,15.652,7494
185,20,8,6,50000,67.86999999999999,16.451999999999998,7839
186,20,8,6,50000,68.292,16.228,7740
187,20,8,6,50000,68.572,16.064,7682
188,20,8,6,50000,68.792,15.939999999999998,7634
189,20,8,6,50000,69.03399999999999,15.787999999999998,7589
190,20,8,6,50000,68.0,16.328,7836
191,20,8,6,50000,68.56,16.016,7712
192,20,8,6,50000,68.526,16.022,7726
193,20,8,6,50000,68.856,15.873999999999999,7635
194,20,8,6,50000,67.78999999999999,16.346,7932
195,20,8,6,50000,68.85,15.852,7649
196,20,8,6,50000,68.524,15.988,7744
197,20,8,6,50000,68.096,16.184,7860
198,20,8,6,50000,68.83,15.838,7666
199,20,8,6,50000,68.858,15.8,7671
200,20,8,6,50000,68.44,15.995999999999999,7782
201,20,8,6,50000,68.67999999999999,15.888,7716
202,20,8,6,50000,68.024,16.201999999999998,7887
203,20,8,6,50000,67.96,16.201999999999998,7919
204,20,8,6,50000,68.44200000000001,15.982,7788
205,20,8,6,50000,67.57,16.366,8032
206,20,8,6,50000,67.4,16.502,8049
207,20,8,6,50000,67.72,16.32,7980
208,20,8,6,50000,69.548,15.428,7512
209,20,8,6,50000,68.0,16.194,7903
210,20,8,6,50000,68.84,15.745999999999999,7707
211,20,8,6,50000,69.05799999999999,15.61,7666
212,20,8,6,50000,68.228,15.989999999999998,7891
213,20,8,6,50000,68.594,15.8,7803
214,20,8,6,50000,68.268,15.978,7877
215,20,8,6,50000,68.0,16.116,7942
216,20,8,6,50000,68.54,15.836,7812
217,20,8,6,50000,67.92,16.142,7969
218,20,8,6,50000,68.60000000000001,15.767999999999999,7816
219,20,8,6,50000,68.694,15.762,7772
220,20,8,6,50000,67.99,16.104,7953
221,20,8,6,50000,67.64,16.259999999999998,8050
222,20,8,6,50000,68.08,16.048000000000002,7936
223,20,8,6,50000,68.928,15.620000000000001,7726
224,20,8,6,50000,68.196,15.962000000000002,7921
225,20,8,6,50000,68.648,15.722,7815
226,20,8,6,50000,67.666,16.226,8054
227,20,8,6,50000,68.472,15.844,7842
228,20,8,6,50000,67.628,16.234,8069
229,20,8,6,50000,68.49199999999999,15.822,7843
230,20,8,6,50000,67.52,16.29,8095
231,20,8,6,50000,68.76,15.628,7806
232,20,8,6,50000,68.012,16.038,7975
233,20,8,6,50000,68.88,15.558,7781
234,20,8,6,50000,68.594,15.723999999999998,7841
235,20,8,6,50000,68.55799999999999,15.712000000000002,7865
236,20,8,6,50000,68.88,15.562000000000001,7779
237,20,8,6,50000,68.542,15.728,7865
238,20,8,6,50000,68.4,15.809999999999999,7895
239,20,8,6,50000,69.45,15.276,7637
240,20,8,6,50000,67.75999999999999,16.08,8080
241,20,8,6,50000,68.12,15.924,7978
242,20,8,6,50000,68.05,15.928,8011
243,20,8,6,50000,69.228,15.379999999999999,7696
244,20,8,6,50000,68.81,15.543999999999999,7823
245,20,8,6,50000,68.516,15.744,7870
246,20,8,6,50000,68.58999999999999,15.659999999999998,7875
247,20,8,6,50000,68.976,15.47,7777
248,20,8,6,50000,68.096,15.895999999999999,8004
249,20,8,6,50000,67.94200000000001,15.976,8041
250,20,8,6,50000,67.696,16.08,8112
251,20,8,6,50000,68.66799999999999,15.606,7863
252,20,8,6,50000,69.0,15.415999999999999,7792
253,20,8,6,50000,68.714,15.588,7849
254,20,8,6,50000,69.542,15.152,7653
255,20,8,6,50000,68.514,15.668000000000001,7909
256,20,8,6,50000,68.836,15.482000000000001,7841
257,20,8,6,50000,68.83,15.504000000000001,7833
258,20,8,6,50000,68.72,15.562000000000001,7859
259,20,8,6,50000,69.64,15.110000000000001,7625
260,20,8,6,50000,68.92399999999999,15.466,7805
261,20,8,6,50000,69.21000000000001,15.306000000000001,7742
262,20,8,6,50000,68.84,15.514,7823
263,20,8,6,50000,69.53,15.171999999999999,7649
264,20,8,6,50000,68.76400000000001,15.512,7862
265,20,8,6,50000,68.71199999999999,15.504000000000001,7892
266,20,8,6,50000,68.522,15.614,7932
267,20,8,6,50000,69.44,15.174000000000001,7693
268,20,8,6,50000,68.84,15.448,7856
269,20,8,6,50000,69.676,15.079999999999998,7622
270,20,8,6,50000,69.72,15.042,7619
271,20,8,6,50000,69.69,15.008,7651
272,20,8,6,50000,69.06,15.336,7802
273,20,8,6,50000,69.76,15.001999999999999,7619
274,20,8,6,50000,69.004,15.354000000000001,7821
275,20,8,6,50000,68.67999999999999,15.5,7910
276,20,8,6,50000,68.948,15.392,7830
277,20,8,6,50000,69.99600000000001,14.893999999999998,7555
278,20,8,6,50000,70.00800000000001,14.892,7550
279,20,8,6,50000,69.8,14.926,7637
280,20,8,6,50000,68.64,15.540000000000001,7910
281,20,8,6,50000,69.836,14.927999999999999,7618
282,20,8,6,50000,70.814,14.426,7380
283,20,8,6,50000,69.48,15.134,7693
284,20,8,6,50000,70.04,14.832,7564
285,20,8,6,50000,69.94,14.863999999999999,7598
286,20,8,6,50000,70.52000000000001,14.578,7451
287,20,8,6,50000,69.96,14.860000000000001,7590
288,20,8,6,50000,70.6,14.566,7417
289,20,8,6,50000,70.44,14.63,7465
290,20,8,6,50000,69.69800000000001,14.979999999999999,7661
291,20,8,6,50000,70.16,14.74,7550
292,20,8,6,50000,70.92,14.396,7342
293,20,8,6,50000,70.12,14.752,7564
294,20,8,6,50000,70.662,14.491999999999999,7423
295,20,8,6,50000,70.244,14.698,7529
296,20,8,6,50000,70.492,14.59,7459
297,20,8,6,50000,69.77600000000001,14.914,7655
298,20,8,6,50000,70.756,14.411999999999999,7416
299,20,8,6,50000,70.14399999999999,14.735999999999999,7560
300,20,8,6,50000,70.05799999999999,14.788,7577
301,20,8,6,50000,71.858,13.882,7130
302,20,8,6,50000,70.18799999999999,14.735999999999999,7538
303,20,8,6,50000,70.506,14.566,7464
304,20,8,6,50000,70.48,14.556,7482
305,20,8,6,50000,71.14200000000001,14.222000000000001,7318
306,20,8,6,50000,70.582,14.533999999999999,7442
307,20,8,6,50000,70.88,14.344000000000001,7388
308,20,8,6,50000,70.934,14.366000000000001,7350
309,20,8,6,50000,70.6,14.466000000000001,7467
310,20,8,6,50000,70.55399999999999,14.536,7455
311,20,8,6,50000,71.31,14.113999999999999,7288
312,20,8,6,50000,71.2,14.158000000000001,7321
313,20,8,6,50000,72.0,13.802,7099
314,20,8,6,50000,70.0,14.754000000000001,7623
315,20,8,6,50000,70.734,14.408000000000001,7429
316,20,8,6,50000,70.72,14.408000000000001,7436
317,20,8,6,50000,71.314,14.122000000000002,7282
318,20,8,6,50000,71.52,14.018,7231
319,20,8,6,50000,71.636,13.988,7188
320,20,8,6,50000,71.17,14.213999999999999,7308
321,20,8,6,50000,71.066,14.232,7351
322,20,8,6,50000,71.24000000000001,14.14,7310
323,20,8,6,50000,71.452,14.058000000000002,7245
324,20,8,6,50000,71.24000000000001,14.12,7320
325,20,8,6,50000,71.444,14.054,7251
326,20,8,6,50000,71.12,14.204,7338
327,20,8,6,50000,71.524,13.972000000000001,7252
328,20,8,6,50000,71.626,13.968,7203
329,20,8,6,50000,71.32,14.09,7295
330,20,8,6,50000,71.42399999999999,14.018,7279
331,20,8,6,50000,71.516,13.991999999999999,7246
332,20,8,6,50000,71.16,14.172,7334
333,20,8,6,50000,71.54,13.938,7261
334,20,8,6,50000,72.404,13.552,7022
335,20,8,6,50000,71.41,14.063999999999998,7263
336,20,8,6,50000,71.76,13.874,7183
337,20,8,6,50000,72.11999999999999,13.706,7087
338,20,8,6,50000,72.11999999999999,13.702,7089
339,20,8,6,50000,72.11999999999999,13.69,7095
340,20,8,6,50000,71.774,13.862,7182
341,20,8,6,50000,72.60799999999999,13.468,6962
342,20,8,6,50000,71.814,13.854,7166
343,20,8,6,50000,72.16,13.648,7096
344,20,8,6,50000,72.6,13.44,6980
345,20,8,6,50000,72.04,13.728000000000002,7116
346,20,8,6,50000,72.22,13.633999999999999,7073
347,20,8,6,50000,72.402,13.55,7024
348,20,8,6,50000,71.794,13.838000000000001,7184
349,20,8,6,50000,71.88,13.758000000000001,7181
350,20,8,6,50000,73.072,13.224,6852
351,20,8,6,50000,72.44,13.514000000000001,7023
352,20,8,6,50000,72.102,13.700000000000001,7099
353,20,8,6,50000,72.658,13.41,6966
354,20,8,6,50000,71.572,13.930000000000001,7249
355,20,8,6,50000,71.986,13.71,7152
356,20,8,6,50000,71.48,13.956,7282
357,20,8,6,50000,72.934,13.242,6912
358,20,8,6,50000,72.468,13.469999999999999,7031
359,20,8,6,50000,71.72,13.836,7222
360,20,8,6,50000,72.32600000000001,13.536000000000001,7069
361,20,8,6,50000,72.64,13.354,7003
362,20,8,6,50000,72.20400000000001,13.594000000000001,7101
363,20,8,6,50000,72.952,13.26,6894
364,20,8,6,50000,72.768,13.336,6948
365,20,8,6,50000,73.57000000000001,12.942,6744
366,20,8,6,50000,73.52,12.964,6758
367,20,8,6,50000,72.6,13.422,6989
368,20,8,6,50000,73.092,13.200000000000001,6854
369,20,8,6,50000,72.524,13.462,7007
370,20,8,6,50000,72.832,13.264000000000001,6952
371,20,8,6,50000,72.932,13.232,6918
372,20,8,6,50000,73.868,12.770000000000001,6681
373,20,8,6,50000,73.31800000000001,13.07,6806
374,20,8,6,50000,72.68,13.366,6977
375,20,8,6,50000,73.69200000000001,12.873999999999999,6717
376,20,8,6,50000,73.058,13.144,6899
377,20,8,6,50000,72.848,13.272,6940
378,20,8,6,50000,72.56,13.416,7012
379,20,8,6,50000,73.404,13.004,6796
380,20,8,6,50000,72.422,13.452,7063
381,20,8,6,50000,72.856,13.239999999999998,6952
382,20,8,6,50000,73.058,13.136000000000001,6903
383,20,8,6,50000,72.82,13.264000000000001,6958
384,20,8,6,50000,73.746,12.822,6716
385,20,8,6,50000,73.344,13.012,6822
386,20,8,6,50000,73.22,13.096,6842
387,20,8,6,50000,73.084,13.123999999999999,6896
388,20,8,6,50000,73.22999999999999,13.100000000000001,6835
389,20,8,6,50000,73.208,13.022,6885
390,20,8,6,50000,73.224,13.056000000000001,6860
391,20,8,6,50000,73.284,13.052,6832
392,20,8,6,50000,72.936,13.228000000000002,6918
393,20,8,6,50000,73.2,13.056000000000001,6872
394,20,8,6,50000,73.32,13.025999999999998,6827
395,20,8,6,50000,73.202,13.028,6885
396,20,8,6,50000,73.92999999999999,12.72,6675
397,20,8,6,50000,73.802,12.764000000000001,6717
398,20,8,6,50000,74.0,12.658,6671
399,20,8,6,50000,73.48,12.943999999999999,6788
400,20,8,6,50000,73.434,12.97,6798
401,20,8,6,50000,73.654,12.83,6758
402,20,8,6,50000,74.026,12.662,6656
403,20,8,6,50000,73.56,12.894,6773
404,20,8,6,50000,74.042,12.652,6653
405,20,8,6,50000,73.0,13.122,6939
406,20,8,6,50000,74.2,12.574,6613
407,20,8,6,50000,74.32,12.5,6590
408,20,8,6,50000,73.6,12.834000000000001,6783
409,20,8,6,50000,74.118,12.595999999999998,6643
410,20,8,6,50000,73.83999999999999,12.738,6711
411,20,8,6,50000,73.444,12.922,6817
412,20,8,6,50000,74.11999999999999,12.61,6635
413,20,8,6,50000,74.08,12.623999999999999,6648
414,20,8,6,50000,74.378,12.474,6574
415,20,8,6,50000,73.64,12.85,6755
416,20,8,6,50000,73.44000000000001,12.884,6838
417,20,8,6,50000,74.524,12.388,6544
418,20,8,6,50000,75.478,11.932,6295
419,20,8,6,50000,74.16,12.559999999999999,6640
420,20,8,6,50000,73.904,12.686,6705
421,20,8,6,50000,74.11999999999999,12.565999999999999,6657
422,20,8,6,50000,73.64,12.82,6770
423,20,8,6,50000,74.848,12.188,6482
424,20,8,6,50000,74.598,12.36,6521
425,20,8,6,50000,74.44,12.404,6578
426,20,8,6,50000,74.372,12.452,6588
427,20,8,6,50000,74.2,12.564,6618
428,20,8,6,50000,74.16199999999999,12.578,6630
429,20,8,6,50000,74.18,12.496,6662
430,20,8,6,50000,73.72,12.748000000000001,6766
431,20,8,6,50000,74.25,12.45,6650
432,20,8,6,50000,74.232,12.531999999999998,6618
433,20,8,6,50000,74.8,12.212,6494
434,20,8,6,50000,74.6,12.334,6533
435,20,8,6,50000,73.8,12.712000000000002,6744
436,20,8,6,50000,74.47200000000001,12.344,6592
437,20,8,6,50000,74.56,12.348,6546
438,20,8,6,50000,74.964,12.126000000000001,6455
439,20,8,6,50000,75.408,11.942,6325
440,20,8,6,50000,75.624,11.84,6268
441,20,8,6,50000,74.366,12.402000000000001,6616
442,20,8,6,50000,74.434,12.389999999999999,6588
443,20,8,6,50000,74.984,12.184000000000001,6416
444,20,8,6,50000,74.88,12.208,6456
445,20,8,6,50000,73.386,12.91,6852
446,20,8,6,50000,74.0,12.588,6706
447,20,8,6,50000,75.44,11.918,6321
448,20,8,6,50000,75.332,11.974,6347
449,20,8,6,50000,74.68,12.246,6537
450,20,8,6,50000,75.4,11.924,6338
451,20,8,6,50000,74.48,12.366000000000001,6577
452,20,8,6,50000,74.32,12.447999999999999,6616
453,20,8,6,50000,75.01,12.096,6447
454,20,8,6,50000,74.83999999999999,12.17,6495
455,20,8,6,50000,74.69200000000001,12.258,6525
456,20,8,6,50000,75.346,11.946,6354
457,20,8,6,50000,74.802,12.22,6489
458,20,8,6,50000,75.53,11.84,6315
459,20,8,6,50000,75.92,11.672,6204
460,20,8,6,50000,74.82799999999999,12.18,6496
461,20,8,6,50000,74.52,12.328,6576
462,20,8,6,50000,75.24,12.002,6379
463,20,8,6,50000,75.666,11.792,6271
464,20,8,6,50000,76.19,11.527999999999999,6141
465,20,8,6,50000,75.478,11.84,6341
466,20,8,6,50000,75.44,11.884,6338
467,20,8,6,50000,76.034,11.606,6180
468,20,8,6,50000,75.422,11.88,6349
469,20,8,6,50000,75.824,11.706,6235
470,20,8,6,50000,74.864,12.144,6496
471,20,8,6,50000,75.546,11.836,6309
472,20,8,6,50000,75.51400000000001,11.816,6335
473,20,8,6,50000,75.264,11.938,6399
474,20,8,6,50000,75.116,12.028,6428
475,20,8,6,50000,75.20599999999999,11.974,6410
476,20,8,6,50000,75.56,11.784,6328
477,20,8,6,50000,75.83,11.638,6266
478,20,8,6,50000,75.516,11.818,6333
479,20,8,6,50000,75.56,11.799999999999999,6320
480,20,8,6,50000,76.012,11.59,6199
481,20,8,6,50000,76.0,11.613999999999999,6193
482,20,8,6,50000,75.64,11.798,6281
483,20,8,6,50000,75.31,11.884,6403
484,20,8,6,50000,75.32,11.904,6388
485,20,8,6,50000,75.776,11.692,6266
486,20,8,6,50000,75.372,11.848,6390
487,20,8,6,50000,76.288,11.44,6136
488,20,8,6,50000,76.08,11.540000000000001,6190
489,20,8,6,50000,75.64,11.738,6311
490,20,8,6,50000,75.92,11.628,6226
491,20,8,6,50000,75.444,11.818,6369
492,20,8,6,50000,76.63799999999999,11.28,6041
493,20,8,6,50000,76.64,11.276,6042
494,20,8,6,50000,76.02600000000001,11.55,6212
495,20,8,6,50000,76.036,11.548,6208
496,20,8,6,50000,75.882,11.618,6250
497,20,8,6,50000,75.8,11.636000000000001,6282
498,20,8,6,50000,75.72,11.702,6289
499,20,8,6,50000,75.74,11.63,6315
500,20,8,6,50000,75.57000000000001,11.74,6345
