N,L,R0,M,T,Util,Idle,Collisions
67,20,4,6,50000,79.484,10.878,4819
68,20,4,6,50000,79.134,11.004,4931
69,20,4,6,50000,79.67999999999999,10.735999999999999,4792
70,20,4,6,50000,78.84,11.082,5039
71,20,4,6,50000,79.62599999999999,10.682,4846
72,20,4,6,50000,78.75999999999999,11.132,5054
73,20,4,6,50000,79.82000000000001,10.532,4824
74,20,4,6,50000,78.194,11.360000000000001,5223
75,20,4,6,50000,78.448,11.146,5203
76,20,4,6,50000,78.916,10.924,5080
77,20,4,6,50000,79.416,10.668,4958
78,20,4,6,50000,78.444,11.104,5226
79,20,4,6,50000,78.172,11.286,5271
80,20,4,6,50000,79.0,10.786,5107
81,20,4,6,50000,78.52,10.988000000000001,5246
82,20,4,6,50000,77.804,11.332,5432
83,20,4,6,50000,78.32000000000001,11.076,5302
84,20,4,6,50000,78.758,10.89,5176
85,20,4,6,50000,77.944,11.246,5405
86,20,4,6,50000,78.40599999999999,10.979999999999999,5307
87,20,4,6,50000,78.28399999999999,11.033999999999999,5341
88,20,4,6,50000,78.24,11.012,5374
89,20,4,6,50000,77.848,11.208,5472
90,20,4,6,50000,78.18,11.002,5409
91,20,4,6,50000,78.042,11.110000000000001,5424
92,20,4,6,50000,77.96,11.07,5485
93,20,4,6,50000,78.292,10.938,5385
94,20,4,6,50000,77.44,11.315999999999999,5622
95,20,4,6,50000,78.508,10.792,5350
96,20,4,6,50000,77.582,11.193999999999999,5612
97,20,4,6,50000,78.45400000000001,10.786,5380
98,20,4,6,50000,77.52,11.251999999999999,5614
99,20,4,6,50000,78.586,10.735999999999999,5339
100,20,4,6,50000,78.602,10.65,5374
101,20,4,6,50000,77.92,11.008,5536
102,20,4,6,50000,77.218,11.332,5725
103,20,4,6,50000,77.594,11.17,5618
104,20,4,6,50000,77.846,10.94,5607
105,20,4,6,50000,77.32,11.26,5710
106,20,4,6,50000,78.468,10.688,5422
107,20,4,6,50000,77.794,11.016,5595
108,20,4,6,50000,77.99199999999999,10.857999999999999,5575
109,20,4,6,50000,77.99199999999999,10.868,5570
110,20,4,6,50000,77.36,11.16,5740
111,20,4,6,50000,78.03999999999999,10.822,5569
112,20,4,6,50000,77.688,10.974,5669
113,20,4,6,50000,78.56400000000001,10.574,5431
114,20,4,6,50000,78.084,10.778,5569
115,20,4,6,50000,78.12,10.732,5574
116,20,4,6,50000,78.28,10.63,5545
117,20,4,6,50000,78.43,10.546,5512
118,20,4,6,50000,78.25800000000001,10.666,5538
119,20,4,6,50000,78.81,10.366,5412
120,20,4,6,50000,77.764,10.868,5684
121,20,4,6,50000,78.96,10.288,5376
122,20,4,6,50000,77.81,10.857999999999999,5666
123,20,4,6,50000,77.778,10.846,5688
124,20,4,6,50000,78.644,10.424,5466
125,20,4,6,50000,77.878,10.8,5661
126,20,4,6,50000,79.47999999999999,9.988,5266
127,20,4,6,50000,78.212,10.59,5599
128,20,4,6,50000,78.018,10.674,5654
129,20,4,6,50000,78.81,10.27,5460
130,20,4,6,50000,78.48,10.446,5537
131,20,4,6,50000,77.998,10.718,5642
132,20,4,6,50000,77.702,10.804,5747
133,20,4,6,50000,79.084,10.126,5395
134,20,4,6,50000,79.136,10.086,5389
135,20,4,6,50000,78.268,10.498000000000001,5617
136,20,4,6,50000,78.434,10.414,5576
137,20,4,6,50000,79.074,10.13,5398
138,20,4,6,50000,79.28399999999999,10.042,5337
139,20,4,6,50000,78.158,10.552,5645
140,20,4,6,50000,79.4,9.944,5328
141,20,4,6,50000,79.308,9.968,5362
142,20,4,6,50000,78.8,10.186,5507
143,20,4,6,50000,79.202,10.006,5396
144,20,4,6,50000,79.66,9.786,5277
145,20,4,6,50000,79.32000000000001,9.942,5369
146,20,4,6,50000,79.178,9.964,5429
147,20,4,6,50000,79.232,9.968,5400
148,20,4,6,50000,79.456,9.852,5346
149,20,4,6,50000,79.34400000000001,9.894,5381
150,20,4,6,50000,79.47999999999999,9.802,5359
151,20,4,6,50000,79.82000000000001,9.678,5251
152,20,4,6,50000,79.122,10.008000000000001,5435
153,20,4,6,50000,79.458,9.844,5349
154,20,4,6,50000,79.822,9.676,5251
155,20,4,6,50000,79.41,9.83,5380
156,20,4,6,50000,79.36,9.84,5400
157,20,4,6,50000,79.64,9.68,5340
158,20,4,6,50000,79.23400000000001,9.927999999999999,5419
159,20,4,6,50000,79.92,9.608,5236
160,20,4,6,50000,79.06400000000001,9.968,5484
161,20,4,6,50000,79.476,9.802,5361
162,20,4,6,50000,80.006,9.53,5232
163,20,4,6,50000,80.47999999999999,9.288,5116
164,20,4,6,50000,80.518,9.26,5111
165,20,4,6,50000,79.60000000000001,9.71,5345
166,20,4,6,50000,80.432,9.316,5126
167,20,4,6,50000,80.718,9.17,5056
168,20,4,6,50000,79.46600000000001,9.716,5409
169,20,4,6,50000,80.078,9.436,5243
170,20,4,6,50000,80.176,9.398,5213
171,20,4,6,50000,80.688,9.176,5068
172,20,4,6,50000,79.726,9.586,5344
173,20,4,6,50000,79.988,9.436,5288
174,20,4,6,50000,79.964,9.46,5288
175,20,4,6,50000,80.694,9.16,5073
176,20,4,6,50000,80.11200000000001,9.356,5266
177,20,4,6,50000,80.36,9.258,5191
178,20,4,6,50000,80.006,9.447999999999999,5273
179,20,4,6,50000,80.30000000000001,9.284,5208
180,20,4,6,50000,80.762,9.064,5087
181,20,4,6,50000,79.816,9.496,5344
182,20,4,6,50000,80.896,9.044,5030
183,20,4,6,50000,80.324,9.276,5200
184,20,4,6,50000,80.254,9.32,5213
185,20,4,6,50000,80.472,9.184000000000001,5172
186,20,4,6,50000,81.0,8.91,5045
187,20,4,6,50000,80.766,9.030000000000001,5102
188,20,4,6,50000,80.732,9.044,5112
189,20,4,6,50000,80.866,8.98,5077
190,20,4,6,50000,80.97,8.912,5059
191,20,4,6,50000,80.45400000000001,9.152000000000001,5197
192,20,4,6,50000,80.49,9.114,5198
193,20,4,6,50000,80.074,9.306000000000001,5310
194,20,4,6,50000,81.042,8.838,5060
195,20,4,6,50000,80.624,9.07,5153
196,20,4,6,50000,80.47999999999999,9.146,5187
197,20,4,6,50000,81.36,8.718,4961
198,20,4,6,50000,81.12,8.81,5035
199,20,4,6,50000,80.716,9.004,5140
200,20,4,6,50000,81.268,8.748000000000001,4992
201,20,4,6,50000,81.16,8.814,5013
202,20,4,6,50000,80.93,8.904,5083
203,20,4,6,50000,80.84,8.932,5114
204,20,4,6,50000,81.30199999999999,8.713999999999999,4992
205,20,4,6,50000,81.074,8.788,5069
206,20,4,6,50000,80.498,9.06,5221
207,20,4,6,50000,80.88,8.898,5111
208,20,4,6,50000,81.338,8.662,5000
209,20,4,6,50000,80.964,8.834,5101
210,20,4,6,50000,80.964,8.82,5108
211,20,4,6,50000,81.188,8.732,5040
212,20,4,6,50000,81.766,8.444,4895
213,20,4,6,50000,81.136,8.738,5063
214,20,4,6,50000,81.108,8.762,5065
215,20,4,6,50000,81.086,8.752,5081
216,20,4,6,50000,81.44,8.606,4977
217,20,4,6,50000,81.356,8.64,5002
218,20,4,6,50000,81.16,8.688,5076
219,20,4,6,50000,81.506,8.538,4978
220,20,4,6,50000,81.384,8.598,5009
221,20,4,6,50000,81.524,8.512,4982
222,20,4,6,50000,81.32000000000001,8.61,5035
223,20,4,6,50000,80.91199999999999,8.776,5156
224,20,4,6,50000,81.65,8.468,4941
225,20,4,6,50000,81.84,8.364,4898
226,20,4,6,50000,81.51,8.514,4988
227,20,4,6,50000,81.76,8.398,4921
228,20,4,6,50000,81.83,8.392,4889
229,20,4,6,50000,81.638,8.452,4955
230,20,4,6,50000,81.64,8.456,4952
231,20,4,6,50000,82.14200000000001,8.216,4821
232,20,4,6,50000,81.896,8.326,4889
233,20,4,6,50000,81.536,8.454,5005
234,20,4,6,50000,80.822,8.76,5209
235,20,4,6,50000,82.1,8.216,4842
236,20,4,6,50000,80.66799999999999,8.848,5242
237,20,4,6,50000,81.28800000000001,8.558,5077
238,20,4,6,50000,81.526,8.432,5021
239,20,4,6,50000,81.76,8.34,4950
240,20,4,6,50000,82.19999999999999,8.134,4833
241,20,4,6,50000,81.92,8.268,4906
242,20,4,6,50000,81.67999999999999,8.332,4994
243,20,4,6,50000,81.95,8.266,4892
244,20,4,6,50000,81.53,8.405999999999999,5032
245,20,4,6,50000,81.502,8.4,5049
246,20,4,6,50000,81.732,8.38,4944
247,20,4,6,50000,82.406,8.042,4776
248,20,4,6,50000,81.356,8.472,5086
249,20,4,6,50000,81.836,8.260000000000002,4952
250,20,4,6,50000,81.884,8.202,4957
251,20,4,6,50000,81.44,8.402,5079
252,20,4,6,50000,82.14200000000001,8.129999999999999,4864
253,20,4,6,50000,81.808,8.244,4974
254,20,4,6,50000,81.806,8.264000000000001,4965
255,20,4,6,50000,81.28,8.482000000000001,5119
256,20,4,6,50000,81.682,8.292,5013
257,20,4,6,50000,81.69800000000001,8.298,5002
258,20,4,6,50000,82.08,8.1,4910
259,20,4,6,50000,82.554,7.9,4773
260,20,4,6,50000,81.28,8.432,5144
261,20,4,6,50000,81.448,8.344,5104
262,20,4,6,50000,80.664,8.702,5317
263,20,4,6,50000,81.96,8.16,4940
264,20,4,6,50000,81.566,8.322000000000001,5056
265,20,4,6,50000,82.194,8.033999999999999,4886
266,20,4,6,50000,81.6,8.28,5060
267,20,4,6,50000,82.044,8.062,4947
268,20,4,6,50000,81.6,8.290000000000001,5055
269,20,4,6,50000,81.722,8.244,5017
270,20,4,6,50000,82.37400000000001,7.9399999999999995,4843
271,20,4,6,50000,81.364,8.366,5135
272,20,4,6,50000,82.112,8.044,4922
273,20,4,6,50000,81.85,8.168000000000001,4991
274,20,4,6,50000,81.304,8.394,5151
275,20,4,6,50000,82.106,7.962,4966
276,20,4,6,50000,81.932,8.084,4992
277,20,4,6,50000,81.584,8.260000000000002,5078
278,20,4,6,50000,82.02000000000001,8.1,4940
279,20,4,6,50000,81.44,8.298,5131
280,20,4,6,50000,82.054,8.022,4962
281,20,4,6,50000,81.76,8.126,5057
282,20,4,6,50000,81.312,8.314,5187
283,20,4,6,50000,81.786,8.12,5047
284,20,4,6,50000,81.842,8.12,5019
285,20,4,6,50000,81.99600000000001,8.012,4996
286,20,4,6,50000,81.948,8.037999999999998,5007
287,20,4,6,50000,82.528,7.782,4845
288,20,4,6,50000,81.46799999999999,8.246,5143
289,20,4,6,50000,81.492,8.225999999999999,5141
290,20,4,6,50000,82.02000000000001,8.001999999999999,4989
291,20,4,6,50000,81.82199999999999,8.08,5049
292,20,4,6,50000,82.158,7.920000000000001,4961
293,20,4,6,50000,81.804,8.102,5047
294,20,4,6,50000,81.82199999999999,8.07,5054
295,20,4,6,50000,82.106,7.968,4963
296,20,4,6,50000,81.662,8.154,5092
297,20,4,6,50000,81.80199999999999,8.064,5067
298,20,4,6,50000,82.084,7.962,4977
299,20,4,6,50000,81.678,8.082,5120
300,20,4,6,50000,81.34,8.25,5205
301,20,4,6,50000,82.32000000000001,7.836,4922
302,20,4,6,50000,81.762,8.018,5110
303,20,4,6,50000,81.89800000000001,8.001999999999999,5050
304,20,4,6,50000,82.538,7.6579999999999995,4902
305,20,4,6,50000,81.874,7.986,5070
306,20,4,6,50000,82.14399999999999,7.926,4965
307,20,4,6,50000,81.516,8.106,5189
308,20,4,6,50000,82.202,7.854,4972
309,20,4,6,50000,82.23,7.808,4981
310,20,4,6,50000,82.406,7.782,4906
311,20,4,6,50000,81.464,8.132,5202
312,20,4,6,50000,81.932,7.922,5073
313,20,4,6,50000,82.15599999999999,7.846,4999
314,20,4,6,50000,81.524,8.09,5193
315,20,4,6,50000,81.728,8.026,5123
316,20,4,6,50000,82.832,7.542,4813
317,20,4,6,50000,82.21000000000001,7.782,5004
318,20,4,6,50000,81.8,7.956,5122
319,20,4,6,50000,81.664,8.036,5150
320,20,4,6,50000,81.53,8.116,5177
321,20,4,6,50000,81.958,7.9079999999999995,5067
322,20,4,6,50000,82.128,7.828,5022
323,20,4,6,50000,82.004,7.868,5064
324,20,4,6,50000,82.056,7.847999999999999,5048
325,20,4,6,50000,81.866,7.960000000000001,5087
326,20,4,6,50000,82.122,7.829999999999999,5024
327,20,4,6,50000,82.57,7.630000000000001,4900
328,20,4,6,50000,81.77600000000001,7.933999999999999,5145
329,20,4,6,50000,82.25200000000001,7.797999999999999,4975
330,20,4,6,50000,82.094,7.818,5044
331,20,4,6,50000,82.038,7.84,5061
332,20,4,6,50000,81.67999999999999,7.996,5162
333,20,4,6,50000,81.77600000000001,7.906000000000001,5159
334,20,4,6,50000,81.246,8.126,5314
335,20,4,6,50000,81.476,8.006,5259
336,20,4,6,50000,81.652,7.954,5197
337,20,4,6,50000,82.26400000000001,7.714,5011
338,20,4,6,50000,82.244,7.707999999999999,5024
339,20,4,6,50000,81.844,7.8420000000000005,5157
340,20,4,6,50000,82.07,7.796,5067
341,20,4,6,50000,81.782,7.924,5147
342,20,4,6,50000,81.92,7.82,5130
343,20,4,6,50000,81.96,7.814,5113
344,20,4,6,50000,81.47999999999999,7.9719999999999995,5274
345,20,4,6,50000,82.298,7.636,5033
346,20,4,6,50000,81.682,7.936,5191
347,20,4,6,50000,82.284,7.682,5017
348,20,4,6,50000,82.0,7.782,5109
349,20,4,6,50000,82.124,7.742,5067
350,20,4,6,50000,81.894,7.814,5146
351,20,4,6,50000,81.612,7.9079999999999995,5240
352,20,4,6,50000,82.406,7.593999999999999,5000
353,20,4,6,50000,81.506,7.914000000000001,5290
354,20,4,6,50000,81.842,7.8020000000000005,5178
355,20,4,6,50000,81.926,7.779999999999999,5147
356,20,4,6,50000,81.65,7.856000000000001,5247
357,20,4,6,50000,81.75200000000001,7.8100000000000005,5219
358,20,4,6,50000,81.744,7.84,5208
359,20,4,6,50000,81.132,8.082,5393
360,20,4,6,50000,81.866,7.804,5165
361,20,4,6,50000,81.796,7.838000000000001,5183
362,20,4,6,50000,82.07799999999999,7.668,5127
363,20,4,6,50000,81.718,7.864,5209
364,20,4,6,50000,81.88,7.788,5166
365,20,4,6,50000,81.66799999999999,7.86,5236
366,20,4,6,50000,81.73,7.84,5215
367,20,4,6,50000,81.88,7.79,5165
368,20,4,6,50000,81.16799999999999,8.032,5400
369,20,4,6,50000,81.552,7.902000000000001,5273
370,20,4,6,50000,82.342,7.574,5042
371,20,4,6,50000,81.78,7.788,5216
372,20,4,6,50000,81.896,7.706,5199
373,20,4,6,50000,81.8,7.786,5207
374,20,4,6,50000,81.88,7.732,5194
375,20,4,6,50000,81.906,7.718,5188
376,20,4,6,50000,81.708,7.739999999999999,5276
377,20,4,6,50000,81.648,7.794,5279
378,20,4,6,50000,81.792,7.794,5207
379,20,4,6,50000,81.596,7.8420000000000005,5281
380,20,4,6,50000,81.748,7.796,5228
381,20,4,6,50000,81.2,7.988,5406
382,20,4,6,50000,81.36,7.936,5352
383,20,4,6,50000,81.804,7.736,5230
384,20,4,6,50000,81.854,7.66,5243
385,20,4,6,50000,81.846,7.698,5228
386,20,4,6,50000,81.284,7.928,5394
387,20,4,6,50000,81.438,7.864,5349
388,20,4,6,50000,80.97,8.058,5486
389,20,4,6,50000,81.47999999999999,7.8420000000000005,5339
390,20,4,6,50000,81.122,8.014000000000001,5432
391,20,4,6,50000,82.00800000000001,7.630000000000001,5181
392,20,4,6,50000,82.19999999999999,7.566000000000001,5117
393,20,4,6,50000,82.08,7.574,5173
394,20,4,6,50000,82.12,7.585999999999999,5147
395,20,4,6,50000,81.72399999999999,7.7780000000000005,5249
396,20,4,6,50000,81.45,7.8020000000000005,5374
397,20,4,6,50000,80.95400000000001,8.064,5491
398,20,4,6,50000,81.014,8.024000000000001,5481
399,20,4,6,50000,81.52000000000001,7.7780000000000005,5351
400,20,4,6,50000,80.878,8.054,5534
401,20,4,6,50000,81.376,7.8340000000000005,5395
402,20,4,6,50000,81.28,7.906000000000001,5407
403,20,4,6,50000,82.402,7.426000000000001,5086
404,20,4,6,50000,80.908,8.02,5536
405,20,4,6,50000,81.772,7.693999999999999,5267
406,20,4,6,50000,81.148,7.870000000000001,5491
407,20,4,6,50000,81.0,7.986,5507
408,20,4,6,50000,81.298,7.838000000000001,5432
409,20,4,6,50000,81.67,7.707999999999999,5311
410,20,4,6,50000,81.368,7.824000000000001,5404
411,20,4,6,50000,81.526,7.764,5355
412,20,4,6,50000,81.28,7.861999999999999,5429
413,20,4,6,50000,80.848,8.01,5571
414,20,4,6,50000,81.096,7.892,5506
415,20,4,6,50000,81.914,7.564,5261
416,20,4,6,50000,81.124,7.878,5499
417,20,4,6,50000,82.00800000000001,7.571999999999999,5210
418,20,4,6,50000,81.47999999999999,7.7,5410
419,20,4,6,50000,81.864,7.6160000000000005,5260
420,20,4,6,50000,81.326,7.788,5443
421,20,4,6,50000,81.806,7.59,5302
422,20,4,6,50000,81.554,7.666,5390
423,20,4,6,50000,81.396,7.794,5405
424,20,4,6,50000,81.28,7.796,5462
425,20,4,6,50000,81.806,7.588,5303
426,20,4,6,50000,80.842,7.988,5585
427,20,4,6,50000,80.32000000000001,8.18,5750
428,20,4,6,50000,81.42,7.716000000000001,5432
429,20,4,6,50000,81.53,7.688000000000001,5391
430,20,4,6,50000,80.944,7.920000000000001,5568
431,20,4,6,50000,81.268,7.7700000000000005,5481
432,20,4,6,50000,81.97,7.521999999999999,5254
433,20,4,6,50000,81.83,7.574,5298
434,20,4,6,50000,81.30199999999999,7.764,5467
435,20,4,6,50000,81.23599999999999,7.744,5510
436,20,4,6,50000,81.55,7.656000000000001,5397
437,20,4,6,50000,81.33,7.766000000000001,5452
438,20,4,6,50000,80.528,7.992000000000001,5740
439,20,4,6,50000,80.174,8.164,5831
440,20,4,6,50000,81.586,7.632,5391
441,20,4,6,50000,81.286,7.732,5491
442,20,4,6,50000,80.938,7.852,5605
443,20,4,6,50000,81.64,7.585999999999999,5387
444,20,4,6,50000,80.856,7.9,5622
445,20,4,6,50000,80.836,7.898,5633
446,20,4,6,50000,80.92399999999999,7.902000000000001,5587
447,20,4,6,50000,81.64200000000001,7.582,5388
448,20,4,6,50000,80.76,7.912,5664
449,20,4,6,50000,81.22399999999999,7.742,5517
450,20,4,6,50000,81.2,7.768,5516
451,20,4,6,50000,80.47,8.044,5743
452,20,4,6,50000,80.7,7.922,5689
453,20,4,6,50000,81.172,7.720000000000001,5554
454,20,4,6,50000,80.656,7.965999999999999,5689
455,20,4,6,50000,81.228,7.714,5529
456,20,4,6,50000,80.646,7.926,5714
457,20,4,6,50000,81.066,7.7780000000000005,5578
458,20,4,6,50000,80.47999999999999,8.0,5760
459,20,4,6,50000,81.124,7.736,5570
460,20,4,6,50000,80.928,7.782,5645
461,20,4,6,50000,80.866,7.824000000000001,5655
462,20,4,6,50000,81.04,7.792000000000001,5584
463,20,4,6,50000,80.64,7.924,5718
464,20,4,6,50000,80.84,7.843999999999999,5658
465,20,4,6,50000,80.662,7.89,5724
466,20,4,6,50000,80.52,7.958,5761
467,20,4,6,50000,80.47999999999999,7.986,5767
468,20,4,6,50000,80.92,7.764,5658
469,20,4,6,50000,81.33,7.628,5521
470,20,4,6,50000,81.214,7.712,5537
471,20,4,6,50000,80.88,7.8340000000000005,5643
472,20,4,6,50000,81.23599999999999,7.646,5559
473,20,4,6,50000,80.214,8.06,5863
474,20,4,6,50000,80.78800000000001,7.806,5703
475,20,4,6,50000,81.16799999999999,7.696,5568
476,20,4,6,50000,81.47999999999999,7.57,5475
477,20,4,6,50000,80.238,8.0,5881
478,20,4,6,50000,81.232,7.628,5570
479,20,4,6,50000,81.354,7.6,5523
480,20,4,6,50000,80.65,7.852,5749
481,20,4,6,50000,80.416,7.926,5829
482,20,4,6,50000,80.53200000000001,7.933999999999999,5767
483,20,4,6,50000,80.91000000000001,7.768,5661
484,20,4,6,50000,80.618,7.866,5758
485,20,4,6,50000,80.64,7.86,5750
486,20,4,6,50000,80.72,7.788,5746
487,20,4,6,50000,80.636,7.854,5755
488,20,4,6,50000,80.952,7.707999999999999,5670
489,20,4,6,50000,80.364,7.938000000000001,5849
490,20,4,6,50000,80.164,7.9799999999999995,5928
491,20,4,6,50000,81.326,7.585999999999999,5544
492,20,4,6,50000,80.0,8.074,5963
493,20,4,6,50000,80.2,8.033999999999999,5883
494,20,4,6,50000,81.196,7.603999999999999,5600
495,20,4,6,50000,80.45,7.8740000000000006,5838
496,20,4,6,50000,80.676,7.779999999999999,5772
497,20,4,6,50000,81.0,7.71,5645
498,20,4,6,50000,79.688,8.16,6076
499,20,4,6,50000,80.76,7.734000000000001,5753
500,20,4,6,50000,80.64,7.847999999999999,5756
