N,L,R0,M,T,Util,Idle,Collisions
106,60,8,6,50000,91.006,5.048,1973
107,60,8,6,50000,90.74799999999999,5.174,2039
108,60,8,6,50000,90.39,5.354,2128
109,60,8,6,50000,90.72,5.1979999999999995,2041
110,60,8,6,50000,90.658,5.196,2073
111,60,8,6,50000,90.426,5.33,2122
112,60,8,6,50000,90.518,5.2540000000000004,2114
113,60,8,6,50000,90.45400000000001,5.312,2117
114,60,8,6,50000,90.22200000000001,5.41,2184
115,60,8,6,50000,90.63600000000001,5.152,2106
116,60,8,6,50000,89.984,5.524,2246
117,60,8,6,50000,89.718,5.6419999999999995,2320
118,60,8,6,50000,89.614,5.698,2344
119,60,8,6,50000,89.88000000000001,5.564,2278
120,60,8,6,50000,89.668,5.644,2344
121,60,8,6,50000,89.94,5.5,2280
122,60,8,6,50000,89.092,5.956,2476
123,60,8,6,50000,90.28399999999999,5.298,2209
124,60,8,6,50000,89.254,5.844,2451
125,60,8,6,50000,88.92,6.002,2539
126,60,8,6,50000,89.456,5.712,2416
127,60,8,6,50000,89.38199999999999,5.763999999999999,2427
128,60,8,6,50000,89.31400000000001,5.784000000000001,2451
129,60,8,6,50000,89.64,5.584,2388
130,60,8,6,50000,89.656,5.582,2381
131,60,8,6,50000,88.98,5.92,2550
132,60,8,6,50000,88.762,6.032,2603
133,60,8,6,50000,88.8,6.038,2581
134,60,8,6,50000,88.774,6.012,2607
135,60,8,6,50000,89.13,5.824,2523
136,60,8,6,50000,88.578,6.082,2670
137,60,8,6,50000,88.83,5.9319999999999995,2619
138,60,8,6,50000,88.756,6.016,2614
139,60,8,6,50000,88.822,5.952,2613
140,60,8,6,50000,88.17399999999999,6.308,2759
141,60,8,6,50000,88.504,6.09,2703
142,60,8,6,50000,88.124,6.292000000000001,2792
143,60,8,6,50000,88.42999999999999,6.1080000000000005,2731
144,60,8,6,50000,87.912,6.398,2845
145,60,8,6,50000,88.678,6.01,2656
146,60,8,6,50000,87.39,6.642,2984
147,60,8,6,50000,88.108,6.262,2815
148,60,8,6,50000,88.32,6.176,2752
149,60,8,6,50000,87.798,6.456,2873
150,60,8,6,50000,88.092,6.246,2831
151,60,8,6,50000,88.2,6.2059999999999995,2797
152,60,8,6,50000,88.022,6.292000000000001,2843
153,60,8,6,50000,88.16000000000001,6.216,2812
154,60,8,6,50000,87.58399999999999,6.512,2952
155,60,8,6,50000,88.01,6.252000000000001,2869
156,60,8,6,50000,87.51400000000001,6.52,2983
157,60,8,6,50000,88.198,6.164,2819
158,60,8,6,50000,87.62,6.446000000000001,2967
159,60,8,6,50000,88.222,6.142,2818
160,60,8,6,50000,87.45,6.5360000000000005,3007
161,60,8,6,50000,87.96000000000001,6.283999999999999,2878
162,60,8,6,50000,87.36,6.5600000000000005,3040
163,60,8,6,50000,87.126,6.676,3099
164,60,8,6,50000,87.72,6.372,2954
165,60,8,6,50000,87.202,6.63,3084
166,60,8,6,50000,87.862,6.282,2928
167,60,8,6,50000,87.72,6.39,2945
168,60,8,6,50000,87.168,6.626,3103
169,60,8,6,50000,87.744,6.346,2955
170,60,8,6,50000,88.264,6.0760000000000005,2830
171,60,8,6,50000,87.48599999999999,6.458,3028
172,60,8,6,50000,87.118,6.642,3120
173,60,8,6,50000,86.55199999999999,6.936000000000001,3256
174,60,8,6,50000,87.054,6.668,3139
175,60,8,6,50000,86.858,6.75,3196
176,60,8,6,50000,87.24,6.593999999999999,3083
177,60,8,6,50000,86.64,6.877999999999999,3241
178,60,8,6,50000,87.16000000000001,6.586,3127
179,60,8,6,50000,86.732,6.782000000000001,3243
180,60,8,6,50000,86.694,6.836,3235
181,60,8,6,50000,88.074,6.132,2897
182,60,8,6,50000,86.994,6.651999999999999,3177
183,60,8,6,50000,87.28,6.524000000000001,3098
184,60,8,6,50000,86.312,6.9959999999999996,3346
185,60,8,6,50000,86.64,6.836,3262
186,60,8,6,50000,87.36,6.483999999999999,3078
187,60,8,6,50000,86.48,6.908,3306
188,60,8,6,50000,87.0,6.651999999999999,3174
189,60,8,6,50000,87.378,6.426,3098
190,60,8,6,50000,86.92999999999999,6.67,3200
191,60,8,6,50000,86.91,6.683999999999999,3203
192,60,8,6,50000,86.96199999999999,6.64,3199
193,60,8,6,50000,86.276,6.998,3363
194,60,8,6,50000,86.536,6.851999999999999,3306
195,60,8,6,50000,86.544,6.8580000000000005,3299
196,60,8,6,50000,86.78,6.6979999999999995,3261
197,60,8,6,50000,86.28,6.958,3381
198,60,8,6,50000,86.198,7.018000000000001,3392
199,60,8,6,50000,86.798,6.696000000000001,3253
200,60,8,6,50000,86.236,6.998,3383
201,60,8,6,50000,86.564,6.819999999999999,3308
202,60,8,6,50000,87.40400000000001,6.394,3101
203,60,8,6,50000,86.516,6.816,3334
204,60,8,6,50000,86.812,6.691999999999999,3248
205,60,8,6,50000,86.604,6.7860000000000005,3305
206,60,8,6,50000,86.64,6.746,3307
207,60,8,6,50000,86.48,6.819999999999999,3350
208,60,8,6,50000,86.25,6.952,3399
209,60,8,6,50000,87.504,6.338000000000001,3079
210,60,8,6,50000,86.424,6.845999999999999,3365
211,60,8,6,50000,86.612,6.75,3319
212,60,8,6,50000,87.138,6.483999999999999,3189
213,60,8,6,50000,86.74,6.702,3279
214,60,8,6,50000,86.588,6.7540000000000004,3329
215,60,8,6,50000,86.72999999999999,6.710000000000001,3280
216,60,8,6,50000,87.28,6.412,3154
217,60,8,6,50000,86.78399999999999,6.648,3284
218,60,8,6,50000,86.624,6.718,3329
219,60,8,6,50000,85.92,7.08,3500
220,60,8,6,50000,86.424,6.832000000000001,3372
221,60,8,6,50000,86.696,6.6979999999999995,3303
222,60,8,6,50000,86.37,6.84,3395
223,60,8,6,50000,86.80799999999999,6.648,3272
224,60,8,6,50000,85.92,7.0760000000000005,3502
225,60,8,6,50000,86.16,6.950000000000001,3445
226,60,8,6,50000,87.59599999999999,6.23,3087
227,60,8,6,50000,86.80600000000001,6.605999999999999,3294
228,60,8,6,50000,86.76,6.642,3299
229,60,8,6,50000,87.0,6.5040000000000004,3248
230,60,8,6,50000,86.536,6.744,3360
231,60,8,6,50000,87.0,6.516,3242
232,60,8,6,50000,85.926,7.054,3510
233,60,8,6,50000,87.058,6.482,3230
234,60,8,6,50000,86.52,6.7379999999999995,3371
235,60,8,6,50000,85.932,7.038,3515
236,60,8,6,50000,86.304,6.845999999999999,3425
237,60,8,6,50000,86.454,6.776,3385
238,60,8,6,50000,86.134,6.927999999999999,3469
239,60,8,6,50000,87.058,6.47,3236
240,60,8,6,50000,87.048,6.474,3239
241,60,8,6,50000,86.89,6.566,3272
242,60,8,6,50000,86.388,6.784,3414
243,60,8,6,50000,86.21600000000001,6.872,3456
244,60,8,6,50000,86.936,6.506,3279
245,60,8,6,50000,86.98,6.497999999999999,3261
246,60,8,6,50000,86.816,6.576,3304
247,60,8,6,50000,86.64,6.656,3352
248,60,8,6,50000,87.10799999999999,6.422,3235
249,60,8,6,50000,86.31,6.832000000000001,3429
250,60,8,6,50000,86.68599999999999,6.608,3353
251,60,8,6,50000,87.164,6.398,3219
252,60,8,6,50000,86.256,6.83,3457
253,60,8,6,50000,87.098,6.41,3246
254,60,8,6,50000,87.11,6.436,3227
255,60,8,6,50000,87.696,6.122,3091
256,60,8,6,50000,87.136,6.394,3235
257,60,8,6,50000,87.258,6.348,3197
258,60,8,6,50000,86.72,6.601999999999999,3339
259,60,8,6,50000,87.024,6.4479999999999995,3264
260,60,8,6,50000,86.4,6.76,3420
261,60,8,6,50000,86.52,6.696000000000001,3392
262,60,8,6,50000,86.966,6.458,3288
263,60,8,6,50000,87.688,6.116,3098
264,60,8,6,50000,86.478,6.69,3416
265,60,8,6,50000,86.98599999999999,6.4479999999999995,3283
266,60,8,6,50000,87.24,6.346,3207
267,60,8,6,50000,87.104,6.392,3252
268,60,8,6,50000,86.836,6.532,3316
269,60,8,6,50000,87.182,6.35,3234
270,60,8,6,50000,86.804,6.542000000000001,3327
271,60,8,6,50000,86.78200000000001,6.555999999999999,3331
272,60,8,6,50000,87.0,6.433999999999999,3283
273,60,8,6,50000,86.76,6.574000000000001,3333
274,60,8,6,50000,87.80799999999999,6.046,3073
275,60,8,6,50000,87.72999999999999,6.114,3078
276,60,8,6,50000,87.48,6.196,3162
277,60,8,6,50000,87.75,6.066,3092
278,60,8,6,50000,87.79400000000001,6.058,3074
279,60,8,6,50000,87.59,6.148,3131
280,60,8,6,50000,87.184,6.343999999999999,3236
281,60,8,6,50000,87.48,6.196,3162
282,60,8,6,50000,87.372,6.2379999999999995,3195
283,60,8,6,50000,87.972,5.952,3038
284,60,8,6,50000,87.374,6.25,3188
285,60,8,6,50000,88.28200000000001,5.811999999999999,2953
286,60,8,6,50000,88.098,5.892,3005
287,60,8,6,50000,86.956,6.428000000000001,3308
288,60,8,6,50000,87.888,5.986,3063
289,60,8,6,50000,87.238,6.29,3236
290,60,8,6,50000,86.908,6.4719999999999995,3310
291,60,8,6,50000,87.21600000000001,6.324000000000001,3230
292,60,8,6,50000,87.764,6.053999999999999,3091
293,60,8,6,50000,87.81,6.026,3082
294,60,8,6,50000,88.228,5.800000000000001,2986
295,60,8,6,50000,86.984,6.414000000000001,3301
296,60,8,6,50000,87.51400000000001,6.16,3163
297,60,8,6,50000,88.32,5.782,2949
298,60,8,6,50000,87.42999999999999,6.188,3191
299,60,8,6,50000,87.83999999999999,6.006,3077
300,60,8,6,50000,87.736,6.04,3112
301,60,8,6,50000,87.458,6.182,3180
302,60,8,6,50000,86.876,6.482,3321
303,60,8,6,50000,88.312,5.779999999999999,2954
304,60,8,6,50000,87.834,5.99,3088
305,60,8,6,50000,88.712,5.57,2859
306,60,8,6,50000,87.956,5.928,3058
307,60,8,6,50000,87.542,6.146,3156
308,60,8,6,50000,87.602,6.104,3147
309,60,8,6,50000,87.764,6.018,3109
310,60,8,6,50000,88.562,5.632000000000001,2903
311,60,8,6,50000,88.088,5.862,3025
312,60,8,6,50000,88.054,5.878,3034
313,60,8,6,50000,87.634,6.098,3134
314,60,8,6,50000,87.51400000000001,6.156,3165
315,60,8,6,50000,88.31400000000001,5.75,2968
316,60,8,6,50000,88.44,5.684,2938
317,60,8,6,50000,87.224,6.2700000000000005,3253
318,60,8,6,50000,87.912,5.938000000000001,3075
319,60,8,6,50000,87.72,6.053999999999999,3113
320,60,8,6,50000,88.03800000000001,5.894,3034
321,60,8,6,50000,88.232,5.779999999999999,2994
322,60,8,6,50000,88.0,5.888,3056
323,60,8,6,50000,87.94,5.942,3059
324,60,8,6,50000,88.42999999999999,5.668,2951
325,60,8,6,50000,88.11,5.864,3013
326,60,8,6,50000,88.302,5.736,2981
327,60,8,6,50000,88.57199999999999,5.618,2905
328,60,8,6,50000,88.44,5.7,2930
329,60,8,6,50000,87.88,5.974,3073
330,60,8,6,50000,88.416,5.6899999999999995,2947
331,60,8,6,50000,87.504,6.140000000000001,3178
332,60,8,6,50000,87.898,5.956,3073
333,60,8,6,50000,87.90599999999999,5.946,3074
334,60,8,6,50000,88.104,5.83,3033
335,60,8,6,50000,88.854,5.452,2847
336,60,8,6,50000,88.254,5.774,2986
337,60,8,6,50000,88.422,5.7059999999999995,2936
338,60,8,6,50000,88.50200000000001,5.63,2934
339,60,8,6,50000,88.236,5.776,2994
340,60,8,6,50000,89.03999999999999,5.390000000000001,2785
341,60,8,6,50000,88.198,5.768,3017
342,60,8,6,50000,88.05,5.868,3041
343,60,8,6,50000,88.386,5.688,2963
344,60,8,6,50000,88.97800000000001,5.406,2808
345,60,8,6,50000,88.444,5.66,2948
346,60,8,6,50000,88.89,5.464,2823
347,60,8,6,50000,88.184,5.774,3021
348,60,8,6,50000,88.344,5.692,2982
349,60,8,6,50000,88.376,5.692,2966
350,60,8,6,50000,88.68,5.5440000000000005,2888
351,60,8,6,50000,88.864,5.46,2838
352,60,8,6,50000,88.88000000000001,5.446,2837
353,60,8,6,50000,88.208,5.776,3008
354,60,8,6,50000,88.97800000000001,5.386,2818
355,60,8,6,50000,88.944,5.41,2823
356,60,8,6,50000,88.104,5.816000000000001,3040
357,60,8,6,50000,88.766,5.504,2865
358,60,8,6,50000,88.298,5.728,2987
359,60,8,6,50000,88.91,5.43,2830
360,60,8,6,50000,88.44,5.6579999999999995,2951
361,60,8,6,50000,88.506,5.606,2944
362,60,8,6,50000,88.388,5.678,2967
363,60,8,6,50000,88.86,5.448,2846
364,60,8,6,50000,88.486,5.63,2942
365,60,8,6,50000,88.818,5.486,2848
366,60,8,6,50000,88.492,5.638,2935
367,60,8,6,50000,87.96000000000001,5.88,3080
368,60,8,6,50000,88.254,5.75,2998
369,60,8,6,50000,89.316,5.226,2729
370,60,8,6,50000,88.942,5.4,2829
371,60,8,6,50000,88.32799999999999,5.7059999999999995,2983
372,60,8,6,50000,89.518,5.128,2677
373,60,8,6,50000,89.90599999999999,4.936,2579
374,60,8,6,50000,89.158,5.306,2768
375,60,8,6,50000,88.614,5.574,2906
376,60,8,6,50000,88.612,5.556,2916
377,60,8,6,50000,89.176,5.3,2762
378,60,8,6,50000,89.036,5.348,2808
379,60,8,6,50000,89.16199999999999,5.296,2771
380,60,8,6,50000,88.992,5.3580000000000005,2825
381,60,8,6,50000,88.91799999999999,5.406,2838
382,60,8,6,50000,89.436,5.146,2709
383,60,8,6,50000,89.594,5.082,2662
384,60,8,6,50000,89.14,5.303999999999999,2778
385,60,8,6,50000,89.02799999999999,5.364,2804
386,60,8,6,50000,88.386,5.664000000000001,2975
387,60,8,6,50000,88.91,5.406,2842
388,60,8,6,50000,89.45,5.156000000000001,2697
389,60,8,6,50000,89.75999999999999,5.013999999999999,2613
390,60,8,6,50000,89.634,5.054,2656
391,60,8,6,50000,88.998,5.3740000000000006,2814
392,60,8,6,50000,89.31400000000001,5.1979999999999995,2744
393,60,8,6,50000,88.942,5.388,2835
394,60,8,6,50000,89.698,5.006,2648
395,60,8,6,50000,89.376,5.172000000000001,2726
396,60,8,6,50000,89.74600000000001,5.0200000000000005,2617
397,60,8,6,50000,89.292,5.1979999999999995,2755
398,60,8,6,50000,89.62599999999999,5.044,2665
399,60,8,6,50000,89.608,5.064,2664
400,60,8,6,50000,89.044,5.33,2813
401,60,8,6,50000,89.628,5.058,2657
402,60,8,6,50000,89.318,5.192,2745
403,60,8,6,50000,89.488,5.128,2692
404,60,8,6,50000,89.20400000000001,5.2780000000000005,2759
405,60,8,6,50000,89.582,5.0680000000000005,2675
406,60,8,6,50000,89.608,5.066,2663
407,60,8,6,50000,89.1,5.308,2796
408,60,8,6,50000,89.306,5.196,2749
409,60,8,6,50000,89.64,5.045999999999999,2657
410,60,8,6,50000,89.73,4.978,2646
411,60,8,6,50000,90.00200000000001,4.878,2560
412,60,8,6,50000,89.518,5.088,2697
413,60,8,6,50000,89.776,4.986,2619
414,60,8,6,50000,89.676,5.034000000000001,2645
415,60,8,6,50000,89.88000000000001,4.922,2599
416,60,8,6,50000,89.18199999999999,5.258,2780
417,60,8,6,50000,89.44,5.13,2715
418,60,8,6,50000,89.566,5.07,2682
419,60,8,6,50000,89.292,5.192,2758
420,60,8,6,50000,89.842,4.946,2606
421,60,8,6,50000,89.66199999999999,5.018000000000001,2660
422,60,8,6,50000,89.24600000000001,5.218,2768
423,60,8,6,50000,89.936,4.906,2579
424,60,8,6,50000,89.64,5.034000000000001,2663
425,60,8,6,50000,90.078,4.842,2540
426,60,8,6,50000,89.92999999999999,4.874,2598
427,60,8,6,50000,89.924,4.888,2594
428,60,8,6,50000,89.88000000000001,4.904,2608
429,60,8,6,50000,89.79599999999999,4.958,2623
430,60,8,6,50000,89.402,5.1499999999999995,2724
431,60,8,6,50000,89.412,5.124,2732
432,60,8,6,50000,89.732,4.984,2642
433,60,8,6,50000,89.16,5.242,2799
434,60,8,6,50000,90.268,4.72,2506
435,60,8,6,50000,89.312,5.176,2756
436,60,8,6,50000,90.006,4.862,2566
437,60,8,6,50000,89.88000000000001,4.914000000000001,2603
438,60,8,6,50000,89.588,5.018000000000001,2697
439,60,8,6,50000,89.51,5.09,2700
440,60,8,6,50000,89.22,5.222,2779
441,60,8,6,50000,89.938,4.864,2599
442,60,8,6,50000,89.292,5.174,2767
443,60,8,6,50000,90.194,4.768,2519
444,60,8,6,50000,90.36,4.666,2487
445,60,8,6,50000,90.072,4.806,2561
446,60,8,6,50000,89.96,4.8660000000000005,2587
447,60,8,6,50000,89.822,4.93,2624
448,60,8,6,50000,89.88000000000001,4.906,2607
449,60,8,6,50000,89.99000000000001,4.843999999999999,2583
450,60,8,6,50000,90.03,4.832,2569
451,60,8,6,50000,89.526,5.078,2698
452,60,8,6,50000,89.05,5.2940000000000005,2828
453,60,8,6,50000,89.18199999999999,5.236,2791
454,60,8,6,50000,89.99000000000001,4.856,2577
455,60,8,6,50000,89.996,4.854,2575
456,60,8,6,50000,90.066,4.7940000000000005,2570
457,60,8,6,50000,89.98,4.836,2592
458,60,8,6,50000,89.728,4.976,2648
459,60,8,6,50000,90.09,4.8,2555
460,60,8,6,50000,89.558,5.044,2699
461,60,8,6,50000,90.134,4.768,2549
462,60,8,6,50000,90.142,4.754,2552
463,60,8,6,50000,90.362,4.676,2481
464,60,8,6,50000,89.804,4.91,2643
465,60,8,6,50000,90.05199999999999,4.816,2566
466,60,8,6,50000,89.812,4.92,2634
467,60,8,6,50000,90.41,4.654,2468
468,60,8,6,50000,90.508,4.574,2459
469,60,8,6,50000,89.866,4.8759999999999994,2629
470,60,8,6,50000,90.154,4.754,2546
471,60,8,6,50000,90.24,4.734,2513
472,60,8,6,50000,89.88000000000001,4.902,2609
473,60,8,6,50000,90.196,4.728000000000001,2538
474,60,8,6,50000,90.46600000000001,4.6080000000000005,2463
475,60,8,6,50000,90.36,4.638,2501
476,60,8,6,50000,90.41799999999999,4.642,2470
477,60,8,6,50000,90.62599999999999,4.53,2422
478,60,8,6,50000,89.988,4.832,2590
479,60,8,6,50000,90.434,4.616,2475
480,60,8,6,50000,90.334,4.664,2501
481,60,8,6,50000,89.87,4.8919999999999995,2619
482,60,8,6,50000,90.512,4.58,2454
483,60,8,6,50000,90.402,4.6240000000000006,2487
484,60,8,6,50000,90.12,4.772,2554
485,60,8,6,50000,90.606,4.524,2435
486,60,8,6,50000,89.89200000000001,4.846,2631
487,60,8,6,50000,89.4,5.092,2754
488,60,8,6,50000,89.44800000000001,5.064,2744
489,60,8,6,50000,90.05,4.796,2577
490,60,8,6,50000,89.73,4.952,2659
491,60,8,6,50000,90.764,4.46,2388
492,60,8,6,50000,90.28,4.648,2536
493,60,8,6,50000,90.80799999999999,4.422000000000001,2385
494,60,8,6,50000,90.72200000000001,4.444,2417
495,60,8,6,50000,90.202,4.682,2558
496,60,8,6,50000,90.21000000000001,4.704,2543
497,60,8,6,50000,89.97800000000001,4.82,2601
498,60,8,6,50000,90.55199999999999,4.546,2451
499,60,8,6,50000,89.95400000000001,4.82,2613
500,60,8,6,50000,90.304,4.6739999999999995,2511
