N,L,R0,M,T,Util,Idle,Collisions
272,80,8,6,50000,90.398,4.752,2425
273,80,8,6,50000,89.44,5.2540000000000004,2653
274,80,8,6,50000,90.12599999999999,4.878,2498
275,80,8,6,50000,90.074,4.926,2500
276,80,8,6,50000,89.902,5.008,2545
277,80,8,6,50000,90.188,4.856,2478
278,80,8,6,50000,90.446,4.723999999999999,2415
279,80,8,6,50000,89.586,5.158,2628
280,80,8,6,50000,90.12400000000001,4.868,2504
281,80,8,6,50000,90.694,4.614,2346
282,80,8,6,50000,89.972,4.944,2542
283,80,8,6,50000,90.336,4.792,2436
284,80,8,6,50000,90.4,4.74,2430
285,80,8,6,50000,90.276,4.82,2452
286,80,8,6,50000,90.384,4.748,2434
287,80,8,6,50000,90.77199999999999,4.562,2333
288,80,8,6,50000,91.08800000000001,4.424,2244
289,80,8,6,50000,90.506,4.692,2401
290,80,8,6,50000,90.706,4.590000000000001,2352
291,80,8,6,50000,89.92599999999999,4.9639999999999995,2555
292,80,8,6,50000,90.134,4.8759999999999994,2495
293,80,8,6,50000,89.53,5.154,2658
294,80,8,6,50000,90.176,4.843999999999999,2490
295,80,8,6,50000,89.876,4.992,2566
296,80,8,6,50000,90.254,4.812,2467
297,80,8,6,50000,90.362,4.74,2449
298,80,8,6,50000,90.684,4.6080000000000005,2354
299,80,8,6,50000,90.03999999999999,4.922,2519
300,80,8,6,50000,90.988,4.4479999999999995,2282
301,80,8,6,50000,90.438,4.696,2433
302,80,8,6,50000,90.172,4.854,2487
303,80,8,6,50000,90.0,4.9399999999999995,2530
304,80,8,6,50000,90.08800000000001,4.888,2512
305,80,8,6,50000,90.556,4.662,2391
306,80,8,6,50000,90.96,4.46,2290
307,80,8,6,50000,90.802,4.532,2333
308,80,8,6,50000,90.56,4.636,2402
309,80,8,6,50000,90.56,4.642,2399
310,80,8,6,50000,90.326,4.776,2449
311,80,8,6,50000,89.742,5.045999999999999,2606
312,80,8,6,50000,90.644,4.616,2370
313,80,8,6,50000,90.622,4.612,2383
314,80,8,6,50000,90.4,4.72,2440
315,80,8,6,50000,90.14999999999999,4.854,2498
316,80,8,6,50000,90.33200000000001,4.752,2458
317,80,8,6,50000,90.72,4.58,2350
318,80,8,6,50000,90.964,4.456,2290
319,80,8,6,50000,90.25,4.818,2466
320,80,8,6,50000,90.446,4.7,2427
321,80,8,6,50000,90.63,4.601999999999999,2384
322,80,8,6,50000,90.728,4.553999999999999,2359
323,80,8,6,50000,90.838,4.508,2327
324,80,8,6,50000,90.802,4.52,2339
325,80,8,6,50000,90.72200000000001,4.569999999999999,2354
326,80,8,6,50000,90.726,4.55,2362
327,80,8,6,50000,90.842,4.49,2334
328,80,8,6,50000,90.95,4.468,2291
329,80,8,6,50000,90.596,4.62,2392
330,80,8,6,50000,91.476,4.19,2167
331,80,8,6,50000,90.60000000000001,4.614,2393
332,80,8,6,50000,91.52,4.162,2159
333,80,8,6,50000,91.05199999999999,4.386,2281
334,80,8,6,50000,90.482,4.666,2426
335,80,8,6,50000,90.69,4.562,2374
336,80,8,6,50000,91.03999999999999,4.3999999999999995,2280
337,80,8,6,50000,91.206,4.324,2235
338,80,8,6,50000,90.98,4.417999999999999,2301
339,80,8,6,50000,90.84,4.486,2337
340,80,8,6,50000,91.08800000000001,4.382,2265
341,80,8,6,50000,91.02799999999999,4.3999999999999995,2286
342,80,8,6,50000,90.95,4.4319999999999995,2309
343,80,8,6,50000,91.142,4.34,2259
344,80,8,6,50000,91.216,4.3020000000000005,2241
345,80,8,6,50000,91.53,4.1579999999999995,2156
346,80,8,6,50000,91.38199999999999,4.222,2198
347,80,8,6,50000,91.51,4.164000000000001,2163
348,80,8,6,50000,91.098,4.364,2269
349,80,8,6,50000,91.422,4.204,2187
350,80,8,6,50000,91.88,3.9739999999999998,2073
351,80,8,6,50000,91.412,4.21,2189
352,80,8,6,50000,90.694,4.553999999999999,2376
353,80,8,6,50000,91.12599999999999,4.346,2264
354,80,8,6,50000,90.982,4.41,2304
355,80,8,6,50000,91.422,4.204,2187
356,80,8,6,50000,91.118,4.352,2265
357,80,8,6,50000,91.574,4.12,2153
358,80,8,6,50000,91.462,4.166,2186
359,80,8,6,50000,91.12,4.358,2261
360,80,8,6,50000,90.84400000000001,4.488,2334
361,80,8,6,50000,91.11200000000001,4.336,2276
362,80,8,6,50000,91.546,4.122,2166
363,80,8,6,50000,91.692,4.066,2121
364,80,8,6,50000,91.396,4.19,2207
365,80,8,6,50000,91.402,4.216,2191
366,80,8,6,50000,91.054,4.367999999999999,2289
367,80,8,6,50000,91.586,4.096,2159
368,80,8,6,50000,91.03999999999999,4.376,2292
369,80,8,6,50000,91.55,4.112,2169
370,80,8,6,50000,91.768,4.03,2101
371,80,8,6,50000,91.228,4.274,2249
372,80,8,6,50000,91.36,4.2139999999999995,2213
373,80,8,6,50000,91.766,4.0120000000000005,2111
374,80,8,6,50000,91.19800000000001,4.294,2254
375,80,8,6,50000,90.692,4.564,2372
376,80,8,6,50000,91.28399999999999,4.2459999999999996,2235
377,80,8,6,50000,91.496,4.16,2172
378,80,8,6,50000,91.302,4.266,2216
379,80,8,6,50000,91.364,4.204,2216
380,80,8,6,50000,91.89,3.9600000000000004,2075
381,80,8,6,50000,90.964,4.412,2312
382,80,8,6,50000,91.42,4.182,2199
383,80,8,6,50000,91.122,4.334,2272
384,80,8,6,50000,91.8,4.002,2099
385,80,8,6,50000,91.414,4.176,2205
386,80,8,6,50000,91.58,4.112,2154
387,80,8,6,50000,90.95400000000001,4.422000000000001,2312
388,80,8,6,50000,91.402,4.182,2208
389,80,8,6,50000,91.03999999999999,4.372,2294
390,80,8,6,50000,91.2,4.295999999999999,2252
391,80,8,6,50000,91.642,4.086,2136
392,80,8,6,50000,91.412,4.1739999999999995,2207
393,80,8,6,50000,91.322,4.22,2229
394,80,8,6,50000,91.692,4.048,2130
395,80,8,6,50000,91.304,4.232,2232
396,80,8,6,50000,92.078,3.848,2037
397,80,8,6,50000,91.22200000000001,4.274,2252
398,80,8,6,50000,91.52,4.1259999999999994,2177
399,80,8,6,50000,91.17,4.306,2262
400,80,8,6,50000,91.94600000000001,3.92,2067
401,80,8,6,50000,92.336,3.7319999999999998,1966
402,80,8,6,50000,91.5,4.148000000000001,2176
403,80,8,6,50000,91.95400000000001,3.916,2065
404,80,8,6,50000,91.2,4.272,2264
405,80,8,6,50000,91.934,3.92,2073
406,80,8,6,50000,91.538,4.112,2175
407,80,8,6,50000,91.738,4.014,2124
408,80,8,6,50000,91.148,4.294,2279
409,80,8,6,50000,92.11200000000001,3.816,2036
410,80,8,6,50000,91.41,4.166,2212
411,80,8,6,50000,92.47999999999999,3.6639999999999997,1928
412,80,8,6,50000,91.546,4.130000000000001,2162
413,80,8,6,50000,91.686,4.042,2136
414,80,8,6,50000,91.762,4.008,2115
415,80,8,6,50000,92.28,3.752,1984
416,80,8,6,50000,92.41,3.682,1954
417,80,8,6,50000,91.81200000000001,3.968,2110
418,80,8,6,50000,91.51,4.118,2186
419,80,8,6,50000,92.078,3.8600000000000003,2031
420,80,8,6,50000,91.814,3.984,2101
421,80,8,6,50000,91.628,4.064,2154
422,80,8,6,50000,92.254,3.764,1991
423,80,8,6,50000,92.574,3.61,1908
424,80,8,6,50000,92.156,3.798,2023
425,80,8,6,50000,92.044,3.864,2046
426,80,8,6,50000,92.242,3.7600000000000002,1999
427,80,8,6,50000,91.964,3.91,2063
428,80,8,6,50000,92.27,3.74,1995
429,80,8,6,50000,92.158,3.7920000000000003,2025
430,80,8,6,50000,91.888,3.93,2091
431,80,8,6,50000,91.578,4.082,2170
432,80,8,6,50000,92.28,3.74,1990
433,80,8,6,50000,92.01599999999999,3.888,2048
434,80,8,6,50000,92.05,3.85,2050
435,80,8,6,50000,91.39,4.178,2216
436,80,8,6,50000,92.01599999999999,3.864,2060
437,80,8,6,50000,92.32000000000001,3.7319999999999998,1974
438,80,8,6,50000,92.17999999999999,3.7740000000000005,2023
439,80,8,6,50000,91.974,3.882,2072
440,80,8,6,50000,92.19800000000001,3.7740000000000005,2014
441,80,8,6,50000,92.758,3.5180000000000002,1862
442,80,8,6,50000,92.47999999999999,3.642,1939
443,80,8,6,50000,92.31200000000001,3.73,1979
444,80,8,6,50000,92.144,3.7960000000000003,2030
445,80,8,6,50000,92.674,3.5680000000000005,1879
446,80,8,6,50000,92.254,3.7539999999999996,1996
447,80,8,6,50000,92.02,3.862,2059
448,80,8,6,50000,92.508,3.64,1926
449,80,8,6,50000,91.392,4.162,2223
450,80,8,6,50000,92.008,3.878,2057
451,80,8,6,50000,92.32000000000001,3.7379999999999995,1971
452,80,8,6,50000,92.172,3.7960000000000003,2016
453,80,8,6,50000,92.202,3.7699999999999996,2014
454,80,8,6,50000,91.628,4.054,2159
455,80,8,6,50000,92.258,3.744,1999
456,80,8,6,50000,92.12599999999999,3.8,2037
457,80,8,6,50000,92.61200000000001,3.5839999999999996,1902
458,80,8,6,50000,92.752,3.5060000000000002,1871
459,80,8,6,50000,92.23599999999999,3.75,2007
460,80,8,6,50000,92.44200000000001,3.656,1951
461,80,8,6,50000,92.386,3.6859999999999995,1964
462,80,8,6,50000,92.24799999999999,3.7560000000000002,1998
463,80,8,6,50000,92.372,3.6859999999999995,1971
464,80,8,6,50000,92.498,3.596,1953
465,80,8,6,50000,92.09,3.8080000000000003,2051
466,80,8,6,50000,92.05799999999999,3.8219999999999996,2060
467,80,8,6,50000,92.41,3.6639999999999997,1963
468,80,8,6,50000,92.372,3.682,1973
469,80,8,6,50000,92.782,3.486,1866
470,80,8,6,50000,91.658,4.02,2161
471,80,8,6,50000,91.986,3.8539999999999996,2080
472,80,8,6,50000,92.574,3.5860000000000003,1920
473,80,8,6,50000,92.154,3.7760000000000002,2035
474,80,8,6,50000,92.64,3.558,1901
475,80,8,6,50000,92.254,3.726,2010
476,80,8,6,50000,92.192,3.75,2029
477,80,8,6,50000,92.464,3.626,1955
478,80,8,6,50000,93.06400000000001,3.36,1788
479,80,8,6,50000,92.574,3.576,1925
480,80,8,6,50000,92.894,3.418,1844
481,80,8,6,50000,92.568,3.576,1928
482,80,8,6,50000,92.664,3.544,1896
483,80,8,6,50000,92.796,3.47,1867
484,80,8,6,50000,91.94600000000001,3.894,2080
485,80,8,6,50000,92.32000000000001,3.6799999999999997,2000
486,80,8,6,50000,92.638,3.5540000000000003,1904
487,80,8,6,50000,92.62,3.56,1910
488,80,8,6,50000,92.80000000000001,3.4779999999999998,1861
489,80,8,6,50000,92.218,3.7539999999999996,2014
490,80,8,6,50000,92.77,3.492,1869
491,80,8,6,50000,92.56,3.588,1926
492,80,8,6,50000,92.398,3.6679999999999997,1967
493,80,8,6,50000,92.648,3.5479999999999996,1902
494,80,8,6,50000,93.184,3.2779999999999996,1769
495,80,8,6,50000,92.338,3.6900000000000004,1986
496,80,8,6,50000,92.22399999999999,3.726,2025
497,80,8,6,50000,92.774,3.47,1878
498,80,8,6,50000,92.85,3.434,1858
499,80,8,6,50000,92.732,3.474,1897
500,80,8,6,50000,92.324,3.692,1992
