N,L,R0,M,T,Util,Idle,Collisions
311,20,8,6,50000,71.0,14.288,7356
312,20,8,6,50000,70.908,14.338000000000001,7377
313,20,8,6,50000,70.512,14.498,7495
314,20,8,6,50000,70.458,14.548,7497
315,20,8,6,50000,70.578,14.485999999999999,7468
316,20,8,6,50000,70.7,14.42,7440
317,20,8,6,50000,70.322,14.606,7536
318,20,8,6,50000,71.372,14.097999999999999,7265
319,20,8,6,50000,71.706,13.911999999999999,7191
320,20,8,6,50000,70.286,14.649999999999999,7532
321,20,8,6,50000,71.354,14.106,7270
322,20,8,6,50000,71.212,14.168,7310
323,20,8,6,50000,71.276,14.138,7293
324,20,8,6,50000,71.83800000000001,13.868,7147
325,20,8,6,50000,71.59400000000001,13.968,7219
326,20,8,6,50000,71.38600000000001,14.030000000000001,7292
327,20,8,6,50000,71.918,13.804,7139
328,20,8,6,50000,71.592,13.963999999999999,7222
329,20,8,6,50000,71.104,14.204,7346
330,20,8,6,50000,71.588,13.966000000000001,7223
331,20,8,6,50000,70.77,14.384,7423
332,20,8,6,50000,71.966,13.761999999999999,7136
333,20,8,6,50000,72.122,13.684,7097
334,20,8,6,50000,71.36,14.056,7292
335,20,8,6,50000,71.982,13.788,7115
336,20,8,6,50000,71.246,14.108,7323
337,20,8,6,50000,71.88,13.791999999999998,7164
338,20,8,6,50000,71.76,13.886000000000001,7177
339,20,8,6,50000,71.08,14.212,7354
340,20,8,6,50000,71.64,13.91,7225
341,20,8,6,50000,71.39999999999999,14.027999999999999,7286
342,20,8,6,50000,72.19200000000001,13.645999999999999,7081
343,20,8,6,50000,72.04,13.736,7112
344,20,8,6,50000,72.198,13.638,7082
345,20,8,6,50000,71.536,13.977999999999998,7243
346,20,8,6,50000,72.92,13.297999999999998,6891
347,20,8,6,50000,72.68,13.414000000000001,6953
348,20,8,6,50000,72.04,13.694,7133
349,20,8,6,50000,72.966,13.267999999999999,6883
350,20,8,6,50000,72.41,13.528,7031
351,20,8,6,50000,72.75,13.338,6956
352,20,8,6,50000,72.1,13.678,7111
353,20,8,6,50000,72.662,13.383999999999999,6977
354,20,8,6,50000,72.92,13.266,6907
355,20,8,6,50000,72.164,13.645999999999999,7095
356,20,8,6,50000,73.04,13.225999999999999,6867
357,20,8,6,50000,73.32600000000001,13.065999999999999,6804
358,20,8,6,50000,72.04,13.697999999999999,7131
359,20,8,6,50000,72.222,13.597999999999999,7090
